sequence_id,asset_id,lbw,split,sequence_index,start_timestamp,end_timestamp,start_timeline_index,end_timeline_index,row_count
AUDCHF__lbw_252__train__00001195,AUDCHF,252,train,14,2004-10-28T00:00:00,2005-01-24T00:00:00,1195,1257,63
AUDCHF__lbw_252__train__00001258,AUDCHF,252,train,15,2005-01-25T00:00:00,2005-04-21T00:00:00,1258,1320,63
AUDCHF__lbw_252__train__00001321,AUDCHF,252,train,16,2005-04-22T00:00:00,2005-07-19T00:00:00,1321,1383,63
AUDCHF__lbw_252__train__00001384,AUDCHF,252,train,17,2005-07-20T00:00:00,2005-10-14T00:00:00,1384,1446,63
AUDCHF__lbw_252__train__00001447,AUDCHF,252,train,18,2005-10-17T00:00:00,2006-01-11T00:00:00,1447,1509,63
AUDCHF__lbw_252__train__00001510,AUDCHF,252,train,19,2006-01-12T00:00:00,2006-04-10T00:00:00,1510,1572,63
AUDCHF__lbw_252__train__00001573,AUDCHF,252,train,20,2006-04-11T00:00:00,2006-07-06T00:00:00,1573,1635,63
AUDCHF__lbw_252__train__00001636,AUDCHF,252,train,21,2006-07-07T00:00:00,2006-10-03T00:00:00,1636,1698,63
AUDCHF__lbw_252__train__00001699,AUDCHF,252,train,22,2006-10-04T00:00:00,2006-12-18T00:00:00,1699,1761,63
AUDCHF__lbw_252__train__00001762,AUDCHF,252,train,23,2006-12-19T00:00:00,2007-07-13T00:00:00,1762,1824,63
AUDCHF__lbw_252__train__00001825,AUDCHF,252,train,24,2007-07-16T00:00:00,2007-10-10T00:00:00,1825,1887,63
AUDCHF__lbw_252__train__00001888,AUDCHF,252,train,25,2007-10-11T00:00:00,2008-01-09T00:00:00,1888,1950,63
AUDCHF__lbw_252__train__00001951,AUDCHF,252,train,26,2008-01-10T00:00:00,2008-04-07T00:00:00,1951,2013,63
AUDCHF__lbw_252__train__00002014,AUDCHF,252,train,27,2008-04-08T00:00:00,2008-07-03T00:00:00,2014,2076,63
AUDCHF__lbw_252__train__00002077,AUDCHF,252,train,28,2008-07-04T00:00:00,2008-09-30T00:00:00,2077,2139,63
AUDCHF__lbw_252__train__00002140,AUDCHF,252,train,29,2008-10-01T00:00:00,2008-12-29T00:00:00,2140,2202,63
AUDCHF__lbw_252__train__00002203,AUDCHF,252,train,30,2008-12-30T00:00:00,2009-04-20T00:00:00,2203,2265,63
AUDCHF__lbw_252__train__00002266,AUDCHF,252,train,31,2009-04-21T00:00:00,2009-07-16T00:00:00,2266,2328,63
AUDCHF__lbw_252__train__00002329,AUDCHF,252,train,32,2009-07-17T00:00:00,2009-10-13T00:00:00,2329,2391,63
AUDCHF__lbw_252__train__00002392,AUDCHF,252,train,33,2009-10-14T00:00:00,2010-01-11T00:00:00,2392,2454,63
AUDCHF__lbw_252__train__00002455,AUDCHF,252,train,34,2010-01-12T00:00:00,2010-04-08T00:00:00,2455,2517,63
AUDCHF__lbw_252__train__00002518,AUDCHF,252,train,35,2010-04-09T00:00:00,2010-07-06T00:00:00,2518,2580,63
AUDCHF__lbw_252__train__00002581,AUDCHF,252,train,36,2010-07-07T00:00:00,2010-10-01T00:00:00,2581,2643,63
AUDCHF__lbw_252__train__00002644,AUDCHF,252,train,37,2010-10-04T00:00:00,2010-12-29T00:00:00,2644,2706,63
AUDCHF__lbw_252__train__00002707,AUDCHF,252,train,38,2010-12-30T00:00:00,2011-03-28T00:00:00,2707,2769,63
AUDCHF__lbw_252__train__00002770,AUDCHF,252,train,39,2011-03-29T00:00:00,2011-06-23T00:00:00,2770,2832,63
AUDCHF__lbw_252__train__00002833,AUDCHF,252,train,40,2011-06-24T00:00:00,2011-09-20T00:00:00,2833,2895,63
AUDCHF__lbw_252__train__00002896,AUDCHF,252,train,41,2011-09-21T00:00:00,2011-12-16T00:00:00,2896,2958,63
AUDCHF__lbw_252__train__00002959,AUDCHF,252,train,42,2011-12-19T00:00:00,2012-03-14T00:00:00,2959,3021,63
AUDCHF__lbw_252__train__00003022,AUDCHF,252,train,43,2012-03-15T00:00:00,2012-06-11T00:00:00,3022,3084,63
AUDCHF__lbw_252__train__00003085,AUDCHF,252,train,44,2012-06-12T00:00:00,2012-09-06T00:00:00,3085,3147,63
AUDCHF__lbw_252__train__00003148,AUDCHF,252,train,45,2012-09-07T00:00:00,2012-12-04T00:00:00,3148,3210,63
AUDCHF__lbw_252__train__00003211,AUDCHF,252,train,46,2012-12-05T00:00:00,2013-03-04T00:00:00,3211,3273,63
AUDCHF__lbw_252__train__00003274,AUDCHF,252,train,47,2013-03-05T00:00:00,2013-05-30T00:00:00,3274,3336,63
AUDCHF__lbw_252__train__00003337,AUDCHF,252,train,48,2013-05-31T00:00:00,2013-08-27T00:00:00,3337,3399,63
AUDCHF__lbw_252__train__00003400,AUDCHF,252,train,49,2013-08-28T00:00:00,2013-11-22T00:00:00,3400,3462,63
AUDCHF__lbw_252__train__00003463,AUDCHF,252,train,50,2013-11-25T00:00:00,2014-02-20T00:00:00,3463,3525,63
AUDCHF__lbw_252__train__00003526,AUDCHF,252,train,51,2014-02-21T00:00:00,2014-05-20T00:00:00,3526,3588,63
AUDCHF__lbw_252__train__00003589,AUDCHF,252,train,52,2014-05-21T00:00:00,2014-08-15T00:00:00,3589,3651,63
AUDCHF__lbw_252__train__00003652,AUDCHF,252,train,53,2014-08-18T00:00:00,2014-11-12T00:00:00,3652,3714,63
AUDCHF__lbw_252__train__00003715,AUDCHF,252,train,54,2014-11-13T00:00:00,2015-02-11T00:00:00,3715,3777,63
AUDCHF__lbw_252__train__00003778,AUDCHF,252,train,55,2015-02-12T00:00:00,2015-05-11T00:00:00,3778,3840,63
AUDCHF__lbw_252__train__00003841,AUDCHF,252,train,56,2015-05-12T00:00:00,2015-08-06T00:00:00,3841,3903,63
AUDCHF__lbw_252__train__00003904,AUDCHF,252,train,57,2015-08-07T00:00:00,2015-11-03T00:00:00,3904,3966,63
AUDCHF__lbw_252__train__00003967,AUDCHF,252,train,58,2015-11-04T00:00:00,2016-02-02T00:00:00,3967,4029,63
AUDCHF__lbw_252__train__00004030,AUDCHF,252,train,59,2016-02-03T00:00:00,2016-04-29T00:00:00,4030,4092,63
AUDCHF__lbw_252__train__00004093,AUDCHF,252,train,60,2016-05-02T00:00:00,2016-07-27T00:00:00,4093,4155,63
AUDCHF__lbw_252__train__00004156,AUDCHF,252,train,61,2016-07-28T00:00:00,2016-10-24T00:00:00,4156,4218,63
AUDCHF__lbw_252__train__00004219,AUDCHF,252,train,62,2016-10-25T00:00:00,2017-01-19T00:00:00,4219,4281,63
AUDCHF__lbw_252__train__00004282,AUDCHF,252,train,63,2017-01-20T00:00:00,2017-04-18T00:00:00,4282,4344,63
AUDCHF__lbw_252__train__00004345,AUDCHF,252,train,64,2017-04-19T00:00:00,2017-07-14T00:00:00,4345,4407,63
AUDCHF__lbw_252__train__00004408,AUDCHF,252,train,65,2017-07-17T00:00:00,2017-10-11T00:00:00,4408,4470,63
AUDCHF__lbw_252__train__00004471,AUDCHF,252,train,66,2017-10-12T00:00:00,2018-01-10T00:00:00,4471,4533,63
AUDCHF__lbw_252__train__00004534,AUDCHF,252,train,67,2018-01-11T00:00:00,2018-04-09T00:00:00,4534,4596,63
AUDCHF__lbw_252__train__00004597,AUDCHF,252,train,68,2018-04-10T00:00:00,2018-07-05T00:00:00,4597,4659,63
AUDCHF__lbw_252__train__00004660,AUDCHF,252,train,69,2018-07-06T00:00:00,2018-10-02T00:00:00,4660,4722,63
AUDCHF__lbw_252__train__00004723,AUDCHF,252,train,70,2018-10-03T00:00:00,2018-12-31T00:00:00,4723,4785,63
AUDCHF__lbw_252__train__00004786,AUDCHF,252,train,71,2019-01-02T00:00:00,2019-03-29T00:00:00,4786,4848,63
AUDCHF__lbw_252__train__00004849,AUDCHF,252,train,72,2019-04-01T00:00:00,2019-06-26T00:00:00,4849,4911,63
AUDCHF__lbw_252__train__00004912,AUDCHF,252,train,73,2019-06-27T00:00:00,2019-09-23T00:00:00,4912,4974,63
AUDCHF__lbw_252__train__00004975,AUDCHF,252,train,74,2019-09-24T00:00:00,2019-12-19T00:00:00,4975,5037,63
AUDCHF__lbw_252__train__00005038,AUDCHF,252,train,75,2019-12-20T00:00:00,2020-03-19T00:00:00,5038,5100,63
AUDCHF__lbw_252__train__00005101,AUDCHF,252,train,76,2020-03-20T00:00:00,2020-06-16T00:00:00,5101,5163,63
AUDCHF__lbw_252__train__00005164,AUDCHF,252,train,77,2020-06-17T00:00:00,2020-09-11T00:00:00,5164,5226,63
AUDCHF__lbw_252__train__00005227,AUDCHF,252,train,78,2020-09-14T00:00:00,2020-12-09T00:00:00,5227,5289,63
AUDCHF__lbw_252__train__00005290,AUDCHF,252,train,79,2020-12-10T00:00:00,2021-03-10T00:00:00,5290,5352,63
AUDCHF__lbw_252__train__00005353,AUDCHF,252,train,80,2021-03-11T00:00:00,2021-06-07T00:00:00,5353,5415,63
AUDCHF__lbw_252__train__00005416,AUDCHF,252,train,81,2021-06-08T00:00:00,2021-09-02T00:00:00,5416,5478,63
AUDCHF__lbw_252__train__00005479,AUDCHF,252,train,82,2021-09-03T00:00:00,2021-11-30T00:00:00,5479,5541,63
AUDCHF__lbw_252__train__00005542,AUDCHF,252,train,83,2021-12-01T00:00:00,2022-02-25T00:00:00,5542,5604,63
AUDCHF__lbw_252__train__00005605,AUDCHF,252,train,84,2022-02-28T00:00:00,2022-05-25T00:00:00,5605,5667,63
AUDCHF__lbw_252__train__00005668,AUDCHF,252,train,85,2022-05-26T00:00:00,2022-08-22T00:00:00,5668,5730,63
AUDCHF__lbw_252__train__00005731,AUDCHF,252,train,86,2022-08-23T00:00:00,2022-11-17T00:00:00,5731,5793,63
AUDCHF__lbw_252__train__00005794,AUDCHF,252,train,87,2022-11-18T00:00:00,2023-02-15T00:00:00,5794,5856,63
AUDCHF__lbw_252__train__00005857,AUDCHF,252,train,88,2023-02-16T00:00:00,2023-05-15T00:00:00,5857,5919,63
AUDCHF__lbw_252__train__00005920,AUDCHF,252,train,89,2023-05-16T00:00:00,2023-08-10T00:00:00,5920,5982,63
AUDCHF__lbw_252__validation__00006006,AUDCHF,252,validation,0,2023-09-13T00:00:00,2023-12-08T00:00:00,6006,6068,63
AUDCHF__lbw_252__validation__00006069,AUDCHF,252,validation,1,2023-12-11T00:00:00,2024-03-08T00:00:00,6069,6131,63
AUDCHF__lbw_252__validation__00006132,AUDCHF,252,validation,2,2024-03-11T00:00:00,2024-06-05T00:00:00,6132,6194,63
AUDCHF__lbw_252__validation__00006195,AUDCHF,252,validation,3,2024-06-06T00:00:00,2024-09-02T00:00:00,6195,6257,63
AUDCHF__lbw_252__validation__00006258,AUDCHF,252,validation,4,2024-09-03T00:00:00,2024-11-28T00:00:00,6258,6320,63
AUDCHF__lbw_252__validation__00006321,AUDCHF,252,validation,5,2024-11-29T00:00:00,2025-02-27T00:00:00,6321,6383,63
AUDCHF__lbw_252__validation__00006384,AUDCHF,252,validation,6,2025-02-28T00:00:00,2025-05-27T00:00:00,6384,6446,63
AUDCHF__lbw_252__validation__00006447,AUDCHF,252,validation,7,2025-05-28T00:00:00,2025-08-22T00:00:00,6447,6509,63
AUDCHF__lbw_252__validation__00006510,AUDCHF,252,validation,8,2025-08-25T00:00:00,2025-11-19T00:00:00,6510,6572,63
AUDCHF__lbw_252__validation__00006573,AUDCHF,252,validation,9,2025-11-20T00:00:00,2026-02-18T00:00:00,6573,6635,63
AUDJPY__lbw_252__train__00000313,AUDJPY,252,train,0,2001-06-11T00:00:00,2001-09-05T00:00:00,313,375,63
AUDJPY__lbw_252__train__00000376,AUDJPY,252,train,1,2001-09-06T00:00:00,2001-12-03T00:00:00,376,438,63
AUDJPY__lbw_252__train__00000439,AUDJPY,252,train,2,2001-12-04T00:00:00,2002-02-28T00:00:00,439,501,63
AUDJPY__lbw_252__train__00000502,AUDJPY,252,train,3,2002-03-01T00:00:00,2002-05-28T00:00:00,502,564,63
AUDJPY__lbw_252__train__00000565,AUDJPY,252,train,4,2002-05-29T00:00:00,2002-08-23T00:00:00,565,627,63
AUDJPY__lbw_252__train__00000628,AUDJPY,252,train,5,2002-08-26T00:00:00,2002-11-20T00:00:00,628,690,63
AUDJPY__lbw_252__train__00000691,AUDJPY,252,train,6,2002-11-21T00:00:00,2003-02-17T00:00:00,691,753,63
AUDJPY__lbw_252__train__00000754,AUDJPY,252,train,7,2003-02-18T00:00:00,2003-05-15T00:00:00,754,816,63
AUDJPY__lbw_252__train__00000817,AUDJPY,252,train,8,2003-05-16T00:00:00,2003-08-12T00:00:00,817,879,63
AUDJPY__lbw_252__train__00000880,AUDJPY,252,train,9,2003-08-13T00:00:00,2003-11-07T00:00:00,880,942,63
AUDJPY__lbw_252__train__00000943,AUDJPY,252,train,10,2003-11-10T00:00:00,2004-02-04T00:00:00,943,1005,63
AUDJPY__lbw_252__train__00001006,AUDJPY,252,train,11,2004-02-05T00:00:00,2004-05-03T00:00:00,1006,1068,63
AUDJPY__lbw_252__train__00001069,AUDJPY,252,train,12,2004-05-04T00:00:00,2004-07-29T00:00:00,1069,1131,63
AUDJPY__lbw_252__train__00001132,AUDJPY,252,train,13,2004-07-30T00:00:00,2004-10-26T00:00:00,1132,1194,63
AUDJPY__lbw_252__train__00001195,AUDJPY,252,train,14,2004-10-27T00:00:00,2005-01-21T00:00:00,1195,1257,63
AUDJPY__lbw_252__train__00001258,AUDJPY,252,train,15,2005-01-24T00:00:00,2005-04-20T00:00:00,1258,1320,63
AUDJPY__lbw_252__train__00001321,AUDJPY,252,train,16,2005-04-21T00:00:00,2005-07-18T00:00:00,1321,1383,63
AUDJPY__lbw_252__train__00001384,AUDJPY,252,train,17,2005-07-19T00:00:00,2005-10-13T00:00:00,1384,1446,63
AUDJPY__lbw_252__train__00001447,AUDJPY,252,train,18,2005-10-14T00:00:00,2006-01-10T00:00:00,1447,1509,63
AUDJPY__lbw_252__train__00001510,AUDJPY,252,train,19,2006-01-11T00:00:00,2006-04-07T00:00:00,1510,1572,63
AUDJPY__lbw_252__train__00001573,AUDJPY,252,train,20,2006-04-10T00:00:00,2006-07-05T00:00:00,1573,1635,63
AUDJPY__lbw_252__train__00001636,AUDJPY,252,train,21,2006-07-06T00:00:00,2006-11-10T00:00:00,1636,1698,63
AUDJPY__lbw_252__train__00001699,AUDJPY,252,train,22,2006-11-30T00:00:00,2007-02-28T00:00:00,1699,1761,63
AUDJPY__lbw_252__train__00001762,AUDJPY,252,train,23,2007-03-01T00:00:00,2007-05-28T00:00:00,1762,1824,63
AUDJPY__lbw_252__train__00001825,AUDJPY,252,train,24,2007-05-29T00:00:00,2007-08-23T00:00:00,1825,1887,63
AUDJPY__lbw_252__train__00001888,AUDJPY,252,train,25,2007-08-24T00:00:00,2007-11-20T00:00:00,1888,1950,63
AUDJPY__lbw_252__train__00001951,AUDJPY,252,train,26,2007-11-21T00:00:00,2008-02-19T00:00:00,1951,2013,63
AUDJPY__lbw_252__train__00002014,AUDJPY,252,train,27,2008-02-20T00:00:00,2008-05-16T00:00:00,2014,2076,63
AUDJPY__lbw_252__train__00002077,AUDJPY,252,train,28,2008-05-19T00:00:00,2008-08-13T00:00:00,2077,2139,63
AUDJPY__lbw_252__train__00002140,AUDJPY,252,train,29,2008-08-14T00:00:00,2008-11-10T00:00:00,2140,2202,63
AUDJPY__lbw_252__train__00002203,AUDJPY,252,train,30,2008-11-11T00:00:00,2009-03-03T00:00:00,2203,2265,63
AUDJPY__lbw_252__train__00002266,AUDJPY,252,train,31,2009-03-04T00:00:00,2009-05-29T00:00:00,2266,2328,63
AUDJPY__lbw_252__train__00002329,AUDJPY,252,train,32,2009-06-01T00:00:00,2009-08-26T00:00:00,2329,2391,63
AUDJPY__lbw_252__train__00002392,AUDJPY,252,train,33,2009-08-27T00:00:00,2009-11-23T00:00:00,2392,2454,63
AUDJPY__lbw_252__train__00002455,AUDJPY,252,train,34,2009-11-24T00:00:00,2010-02-22T00:00:00,2455,2517,63
AUDJPY__lbw_252__train__00002518,AUDJPY,252,train,35,2010-02-23T00:00:00,2010-05-20T00:00:00,2518,2580,63
AUDJPY__lbw_252__train__00002581,AUDJPY,252,train,36,2010-05-21T00:00:00,2010-08-17T00:00:00,2581,2643,63
AUDJPY__lbw_252__train__00002644,AUDJPY,252,train,37,2010-08-18T00:00:00,2010-11-12T00:00:00,2644,2706,63
AUDJPY__lbw_252__train__00002707,AUDJPY,252,train,38,2010-11-15T00:00:00,2011-02-09T00:00:00,2707,2769,63
AUDJPY__lbw_252__train__00002770,AUDJPY,252,train,39,2011-02-10T00:00:00,2011-05-09T00:00:00,2770,2832,63
AUDJPY__lbw_252__train__00002833,AUDJPY,252,train,40,2011-05-10T00:00:00,2011-08-04T00:00:00,2833,2895,63
AUDJPY__lbw_252__train__00002896,AUDJPY,252,train,41,2011-08-05T00:00:00,2011-11-01T00:00:00,2896,2958,63
AUDJPY__lbw_252__train__00002959,AUDJPY,252,train,42,2011-11-02T00:00:00,2012-01-27T00:00:00,2959,3021,63
AUDJPY__lbw_252__train__00003022,AUDJPY,252,train,43,2012-01-30T00:00:00,2012-04-25T00:00:00,3022,3084,63
AUDJPY__lbw_252__train__00003085,AUDJPY,252,train,44,2012-04-26T00:00:00,2012-07-23T00:00:00,3085,3147,63
AUDJPY__lbw_252__train__00003148,AUDJPY,252,train,45,2012-07-24T00:00:00,2012-10-18T00:00:00,3148,3210,63
AUDJPY__lbw_252__train__00003211,AUDJPY,252,train,46,2012-10-19T00:00:00,2013-01-16T00:00:00,3211,3273,63
AUDJPY__lbw_252__train__00003274,AUDJPY,252,train,47,2013-01-17T00:00:00,2013-04-15T00:00:00,3274,3336,63
AUDJPY__lbw_252__train__00003337,AUDJPY,252,train,48,2013-04-16T00:00:00,2013-07-11T00:00:00,3337,3399,63
AUDJPY__lbw_252__train__00003400,AUDJPY,252,train,49,2013-07-12T00:00:00,2013-10-08T00:00:00,3400,3462,63
AUDJPY__lbw_252__train__00003463,AUDJPY,252,train,50,2013-10-09T00:00:00,2014-01-06T00:00:00,3463,3525,63
AUDJPY__lbw_252__train__00003526,AUDJPY,252,train,51,2014-01-07T00:00:00,2014-04-03T00:00:00,3526,3588,63
AUDJPY__lbw_252__train__00003589,AUDJPY,252,train,52,2014-04-04T00:00:00,2014-07-01T00:00:00,3589,3651,63
AUDJPY__lbw_252__train__00003652,AUDJPY,252,train,53,2014-07-02T00:00:00,2014-09-26T00:00:00,3652,3714,63
AUDJPY__lbw_252__train__00003715,AUDJPY,252,train,54,2014-09-29T00:00:00,2014-12-24T00:00:00,3715,3777,63
AUDJPY__lbw_252__train__00003778,AUDJPY,252,train,55,2014-12-26T00:00:00,2015-03-25T00:00:00,3778,3840,63
AUDJPY__lbw_252__train__00003841,AUDJPY,252,train,56,2015-03-26T00:00:00,2015-06-22T00:00:00,3841,3903,63
AUDJPY__lbw_252__train__00003904,AUDJPY,252,train,57,2015-06-23T00:00:00,2015-09-17T00:00:00,3904,3966,63
AUDJPY__lbw_252__train__00003967,AUDJPY,252,train,58,2015-09-18T00:00:00,2015-12-15T00:00:00,3967,4029,63
AUDJPY__lbw_252__train__00004030,AUDJPY,252,train,59,2015-12-16T00:00:00,2016-03-15T00:00:00,4030,4092,63
AUDJPY__lbw_252__train__00004093,AUDJPY,252,train,60,2016-03-16T00:00:00,2016-06-10T00:00:00,4093,4155,63
AUDJPY__lbw_252__train__00004156,AUDJPY,252,train,61,2016-06-13T00:00:00,2016-09-07T00:00:00,4156,4218,63
AUDJPY__lbw_252__train__00004219,AUDJPY,252,train,62,2016-09-08T00:00:00,2016-12-05T00:00:00,4219,4281,63
AUDJPY__lbw_252__train__00004282,AUDJPY,252,train,63,2016-12-06T00:00:00,2017-03-02T00:00:00,4282,4344,63
AUDJPY__lbw_252__train__00004345,AUDJPY,252,train,64,2017-03-03T00:00:00,2017-05-30T00:00:00,4345,4407,63
AUDJPY__lbw_252__train__00004408,AUDJPY,252,train,65,2017-05-31T00:00:00,2017-08-25T00:00:00,4408,4470,63
AUDJPY__lbw_252__train__00004471,AUDJPY,252,train,66,2017-08-28T00:00:00,2017-11-22T00:00:00,4471,4533,63
AUDJPY__lbw_252__train__00004534,AUDJPY,252,train,67,2017-11-23T00:00:00,2018-02-21T00:00:00,4534,4596,63
AUDJPY__lbw_252__train__00004597,AUDJPY,252,train,68,2018-02-22T00:00:00,2018-05-21T00:00:00,4597,4659,63
AUDJPY__lbw_252__train__00004660,AUDJPY,252,train,69,2018-05-22T00:00:00,2018-08-16T00:00:00,4660,4722,63
AUDJPY__lbw_252__train__00004723,AUDJPY,252,train,70,2018-08-17T00:00:00,2018-11-13T00:00:00,4723,4785,63
AUDJPY__lbw_252__train__00004786,AUDJPY,252,train,71,2018-11-14T00:00:00,2019-02-12T00:00:00,4786,4848,63
AUDJPY__lbw_252__train__00004849,AUDJPY,252,train,72,2019-02-13T00:00:00,2019-05-10T00:00:00,4849,4911,63
AUDJPY__lbw_252__train__00004912,AUDJPY,252,train,73,2019-05-13T00:00:00,2019-08-07T00:00:00,4912,4974,63
AUDJPY__lbw_252__train__00004975,AUDJPY,252,train,74,2019-08-08T00:00:00,2019-11-04T00:00:00,4975,5037,63
AUDJPY__lbw_252__train__00005038,AUDJPY,252,train,75,2019-11-05T00:00:00,2020-02-03T00:00:00,5038,5100,63
AUDJPY__lbw_252__train__00005101,AUDJPY,252,train,76,2020-02-04T00:00:00,2020-04-30T00:00:00,5101,5163,63
AUDJPY__lbw_252__train__00005164,AUDJPY,252,train,77,2020-05-01T00:00:00,2020-07-28T00:00:00,5164,5226,63
AUDJPY__lbw_252__train__00005227,AUDJPY,252,train,78,2020-07-29T00:00:00,2020-10-23T00:00:00,5227,5289,63
AUDJPY__lbw_252__train__00005290,AUDJPY,252,train,79,2020-10-26T00:00:00,2021-01-22T00:00:00,5290,5352,63
AUDJPY__lbw_252__train__00005353,AUDJPY,252,train,80,2021-01-25T00:00:00,2021-04-21T00:00:00,5353,5415,63
AUDJPY__lbw_252__train__00005416,AUDJPY,252,train,81,2021-04-22T00:00:00,2021-07-19T00:00:00,5416,5478,63
AUDJPY__lbw_252__train__00005479,AUDJPY,252,train,82,2021-07-20T00:00:00,2021-10-14T00:00:00,5479,5541,63
AUDJPY__lbw_252__train__00005542,AUDJPY,252,train,83,2021-10-15T00:00:00,2022-01-11T00:00:00,5542,5604,63
AUDJPY__lbw_252__train__00005605,AUDJPY,252,train,84,2022-01-12T00:00:00,2022-04-08T00:00:00,5605,5667,63
AUDJPY__lbw_252__train__00005668,AUDJPY,252,train,85,2022-04-11T00:00:00,2022-07-06T00:00:00,5668,5730,63
AUDJPY__lbw_252__train__00005731,AUDJPY,252,train,86,2022-07-07T00:00:00,2022-10-03T00:00:00,5731,5793,63
AUDJPY__lbw_252__train__00005794,AUDJPY,252,train,87,2022-10-04T00:00:00,2022-12-30T00:00:00,5794,5856,63
AUDJPY__lbw_252__train__00005857,AUDJPY,252,train,88,2023-01-02T00:00:00,2023-03-29T00:00:00,5857,5919,63
AUDJPY__lbw_252__train__00005920,AUDJPY,252,train,89,2023-03-30T00:00:00,2023-06-26T00:00:00,5920,5982,63
AUDJPY__lbw_252__validation__00006036,AUDJPY,252,validation,0,2023-09-08T00:00:00,2023-12-05T00:00:00,6036,6098,63
AUDJPY__lbw_252__validation__00006099,AUDJPY,252,validation,1,2023-12-06T00:00:00,2024-03-05T00:00:00,6099,6161,63
AUDJPY__lbw_252__validation__00006162,AUDJPY,252,validation,2,2024-03-06T00:00:00,2024-05-31T00:00:00,6162,6224,63
AUDJPY__lbw_252__validation__00006225,AUDJPY,252,validation,3,2024-06-03T00:00:00,2024-08-28T00:00:00,6225,6287,63
AUDJPY__lbw_252__validation__00006288,AUDJPY,252,validation,4,2024-08-29T00:00:00,2024-11-25T00:00:00,6288,6350,63
AUDJPY__lbw_252__validation__00006351,AUDJPY,252,validation,5,2024-11-26T00:00:00,2025-02-24T00:00:00,6351,6413,63
AUDJPY__lbw_252__validation__00006414,AUDJPY,252,validation,6,2025-02-25T00:00:00,2025-05-22T00:00:00,6414,6476,63
AUDJPY__lbw_252__validation__00006477,AUDJPY,252,validation,7,2025-05-23T00:00:00,2025-08-19T00:00:00,6477,6539,63
AUDJPY__lbw_252__validation__00006540,AUDJPY,252,validation,8,2025-08-20T00:00:00,2025-11-14T00:00:00,6540,6602,63
AUDJPY__lbw_252__validation__00006603,AUDJPY,252,validation,9,2025-11-17T00:00:00,2026-02-13T00:00:00,6603,6665,63
AUDNZD__lbw_252__train__00000313,AUDNZD,252,train,0,2001-07-06T00:00:00,2001-10-02T00:00:00,313,375,63
AUDNZD__lbw_252__train__00000376,AUDNZD,252,train,1,2001-10-03T00:00:00,2001-12-28T00:00:00,376,438,63
AUDNZD__lbw_252__train__00000439,AUDNZD,252,train,2,2001-12-31T00:00:00,2002-03-28T00:00:00,439,501,63
AUDNZD__lbw_252__train__00000502,AUDNZD,252,train,3,2002-03-29T00:00:00,2002-06-25T00:00:00,502,564,63
AUDNZD__lbw_252__train__00000565,AUDNZD,252,train,4,2002-06-26T00:00:00,2002-09-20T00:00:00,565,627,63
AUDNZD__lbw_252__train__00000628,AUDNZD,252,train,5,2002-09-23T00:00:00,2002-12-19T00:00:00,628,690,63
AUDNZD__lbw_252__train__00000691,AUDNZD,252,train,6,2002-12-20T00:00:00,2003-03-18T00:00:00,691,753,63
AUDNZD__lbw_252__train__00000754,AUDNZD,252,train,7,2003-03-19T00:00:00,2003-06-13T00:00:00,754,816,63
AUDNZD__lbw_252__train__00000817,AUDNZD,252,train,8,2003-06-16T00:00:00,2003-09-10T00:00:00,817,879,63
AUDNZD__lbw_252__train__00000880,AUDNZD,252,train,9,2003-09-11T00:00:00,2003-12-08T00:00:00,880,942,63
AUDNZD__lbw_252__train__00000943,AUDNZD,252,train,10,2003-12-09T00:00:00,2004-03-04T00:00:00,943,1005,63
AUDNZD__lbw_252__train__00001006,AUDNZD,252,train,11,2004-03-05T00:00:00,2004-06-01T00:00:00,1006,1068,63
AUDNZD__lbw_252__train__00001069,AUDNZD,252,train,12,2004-06-02T00:00:00,2004-08-27T00:00:00,1069,1131,63
AUDNZD__lbw_252__train__00001132,AUDNZD,252,train,13,2004-08-30T00:00:00,2004-11-24T00:00:00,1132,1194,63
AUDNZD__lbw_252__train__00001195,AUDNZD,252,train,14,2004-11-25T00:00:00,2005-02-21T00:00:00,1195,1257,63
AUDNZD__lbw_252__train__00001258,AUDNZD,252,train,15,2005-02-22T00:00:00,2005-05-19T00:00:00,1258,1320,63
AUDNZD__lbw_252__train__00001321,AUDNZD,252,train,16,2005-05-20T00:00:00,2005-08-16T00:00:00,1321,1383,63
AUDNZD__lbw_252__train__00001384,AUDNZD,252,train,17,2005-08-17T00:00:00,2005-11-11T00:00:00,1384,1446,63
AUDNZD__lbw_252__train__00001447,AUDNZD,252,train,18,2005-11-14T00:00:00,2006-02-08T00:00:00,1447,1509,63
AUDNZD__lbw_252__train__00001510,AUDNZD,252,train,19,2006-02-09T00:00:00,2006-05-08T00:00:00,1510,1572,63
AUDNZD__lbw_252__train__00001573,AUDNZD,252,train,20,2006-05-09T00:00:00,2006-08-03T00:00:00,1573,1635,63
AUDNZD__lbw_252__train__00001636,AUDNZD,252,train,21,2006-08-04T00:00:00,2006-10-27T00:00:00,1636,1698,63
AUDNZD__lbw_252__train__00001699,AUDNZD,252,train,22,2006-10-29T00:00:00,2007-05-15T00:00:00,1699,1761,63
AUDNZD__lbw_252__train__00001762,AUDNZD,252,train,23,2007-05-16T00:00:00,2007-08-10T00:00:00,1762,1824,63
AUDNZD__lbw_252__train__00001825,AUDNZD,252,train,24,2007-08-13T00:00:00,2007-11-07T00:00:00,1825,1887,63
